,model1_identifier,model2_identifier,classes_model1_total,classes_model2_total,classes_diff_model1_minus_model2_total,classes_diff_model2_minus_model1_total,classes_tp,classes_fp,classes_fn,attributes_model1_total,attributes_model2_total,attributes_tp,attributes_fn,attributes_fp,attributes_diff_model1_minus_model2_total,attributes_diff_model2_minus_model1_total,operations_model1_total,operations_model2_total,operations_diff_model1_minus_model2_total,operations_diff_model2_minus_model1_total,operations_tp,operations_fn,operations_fp,references_model1_total,references_model2_total,references_diff_model1_minus_model2_total,references_diff_model2_minus_model1_total,references_tp,references_fp,references_fn,enumerations_model1_total,enumerations_model2_total,enumerations_diff_model1_minus_model2_total,enumerations_diff_model2_minus_model1_total,enumerations_tp,enumerations_fp,enumerations_fn,superTypes_model1_total,superTypes_model2_total,superTypes_diff_model1_minus_model2_total,superTypes_diff_model2_minus_model1_total,superTypes_tp,superTypes_fp,superTypes_fn,aggregate_model_precision,aggregate_model_recall,aggregate_model_f1_score,aggregate_tp,aggregate_fp,aggregate_fn,semantic_similarity_average,cosine_similarity_tfidf,cosine_similarity_word2vec,ragas_faithfulness,ragas_answer_similarity
tech1,../model/ecommerce.ecore.ecore,ecommerce.ecore.ecore,16,16,0,0,16,0,0,10,10,10,0,0,0,0,12,12,0,0,12,0,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,1,1,1,54,0,0,-1.4901161138336505e-08,1.0000000000000002,0.9999999403953552,-1,-1
